,Fp2-F4_Lp_Norm,F4-C4_Lp_Norm,C4-P4_Lp_Norm,P4-O2_Lp_Norm,C4-A1_Lp_Norm,Fp2-F4_std,F4-C4_std,C4-P4_std,P4-O2_std,C4-A1_std,Fp2-F4_skew,F4-C4_skew,C4-P4_skew,P4-O2_skew,C4-A1_skew,Fp2-F4_kurtosis,F4-C4_kurtosis,C4-P4_kurtosis,P4-O2_kurtosis,C4-A1_kurtosis,Fp2-F4_entropy,F4-C4_entropy,C4-P4_entropy,P4-O2_entropy,C4-A1_entropy,Fp2-F4_hjorth_complexity,F4-C4_hjorth_complexity,C4-P4_hjorth_complexity,P4-O2_hjorth_complexity,C4-A1_hjorth_complexity,label
8152,234.68483605630436,226.11640069738624,382.3595248993071,334.56722389009906,725.0907308145383,8.966680772628905,7.950427615218495,16.79460402314145,13.334964611079315,21.383913578988437,-0.33149014292747536,-0.36170660821628514,-0.24402450059018835,-0.3753463395938926,0.6361715432986409,-0.5150647612443531,0.4965121404587358,-0.9661274345492443,-1.1204728622404683,0.17587326392135605,8.67510661611445,8.6384454485923,8.70830951082848,8.569086057479804,8.738836285170823,2.03510757574115,1.6654050766685884,2.856586773573608,4.368264399452736,2.216433158918952,NonCAP
5916,645.2610037671903,665.4742127380277,576.3030565634142,359.3126588206112,1094.4391548680244,28.46117751250685,29.19854771173375,24.761083548233284,15.85052145051056,48.31949963043359,-0.399055611893837,0.48516099168039156,1.2911923715112483,0.22973866914962682,0.4031028809856308,-1.1517799338031658,-0.531279462606773,1.4061893155874783,-0.4462214978337573,-1.0353643648034665,8.670597079138144,8.606878115257588,8.608484173064564,8.709118864176236,8.646790517323225,4.644536209277262,3.8147729380599196,3.780286720331685,4.439704133759897,4.052340314726284,NonCAP
20948,254.49908056571243,275.0139949417719,275.91237554738836,182.27812840874574,534.5125754065996,11.141206382532957,11.98121643599388,12.192389241398855,7.606152031315031,21.602873459509834,0.7843894772533964,0.12364880684982242,-0.22008649785385373,-0.593223220507593,0.7201837605014847,-0.20764396756506498,-1.0709657758611728,-0.6179765883258308,-0.2123641848023312,0.5040314704266584,8.61930873145182,8.77032418737708,8.651936135776479,8.705551006797732,8.527480552523741,5.666049512528921,4.929601363908169,3.9534485353494713,3.9420819385240606,3.7489601020288754,NonCAP
18831,185.581074750956,246.17214383656548,150.09247215354978,93.304967579694,311.0346993010974,7.9653430825876645,10.878169418521628,6.616782854004028,3.787727446100292,13.12711479574593,-0.08888560062880481,-0.8297874967998982,-0.056664235872198404,0.11488206608629425,0.15634075105905193,-0.5667816963417698,0.2688507724046225,-0.8592032652630737,0.05867022350644291,-0.7134238528960206,8.596434877814321,8.586350374966976,8.681493799913014,8.51866343885429,8.625855770643824,2.736865111751625,2.8734457739298565,1.9917889515216585,2.1318404015097396,3.2313682254965927,NonCAP
18599,144.437606469328,154.09396408040138,120.29845982010495,111.40875916994625,285.8343158380336,5.838138889447178,6.81001715219333,3.5323918925353226,3.5815281807798858,10.827456089570276,-0.18943507865915576,-0.04799237621193065,0.44641628028932273,0.02004600565510638,-0.5012010655274802,-0.7160186640576209,-0.7560603580357901,-0.5648517042368186,0.7108831394751292,-0.13141713501703878,8.692045781785112,8.637663706218541,8.757188040818368,8.64704725662569,8.494139690235293,3.5117299096357835,3.8298039310151406,2.7210216104762983,3.4183784474439314,3.4109317066035727,NonCAP
9020,573.1813870742556,450.9511285590475,367.55955224948417,226.49889827925057,520.0291987214356,24.15639109306361,16.519139460965917,15.665101004085477,9.057969414782841,21.74030159753071,0.8797665424227106,0.1398392349288349,0.804141589414575,0.3830593879142908,0.17234681812759203,-0.21672214693598146,0.32974377495322216,1.892614585512515,-0.6962528966213686,-0.36739729773620144,8.742156771376514,8.610496142308946,8.493971442349435,8.737667430643345,8.557509590537597,2.726914370465015,2.0735052541304104,2.6570305134710925,2.5907326181075176,1.9894141835690773,NonCAP
2752,388.81835865097514,639.5326747583299,450.5382165363734,408.5323820881783,1024.0606865176426,17.182549020064062,27.906221780222793,18.985595350976396,17.127061541195225,41.92813427214336,-0.940061845558748,0.12620708375011408,0.3503876032706653,0.3194298831459924,-0.05081834990320108,-0.06762757903482886,-0.8150482036651745,-0.9856563469080055,-0.18675214590140232,0.05977542822888271,8.637486931859256,8.66453755815983,8.792899803115132,8.648432153209631,8.57826332481272,2.557497736102386,4.537607220040775,3.8282106896820425,3.9863535508269505,3.640040429013964,NonCAP
24554,211.70601856043916,209.93745475038088,373.2202947390589,442.7344302977822,491.3310923530442,9.306687960236268,9.2653863311721,16.15112485860173,19.408015204283704,21.36262826730712,-0.2439446962422675,-0.7260603955608628,-0.12895584982005495,-0.09977082019057289,-0.06268074296905547,-0.5058158381164715,0.2889442361357766,-1.0250210816451402,-1.4141065547009708,-0.4239749913050179,8.60955273406969,8.579912916916207,8.581223945502803,8.775409968676707,8.65217720780291,3.550046580812835,3.15573598387019,5.184494461109129,10.018971868184002,3.2542962982588937,NonCAP
2110,205.62260086996622,187.45979694549385,253.20268655890698,240.35634657511937,456.8876544586153,8.47352289591252,7.484802444406389,10.815080004795716,10.562110622647957,20.098364876284972,-0.1362968456179504,-0.08878774596020435,-0.8090242501422215,-0.5777348951148296,0.4126815717262854,-0.001262610313571777,-0.722904094874635,1.2127837750032011,0.31676459575215477,-0.5495530549680807,8.637533276501394,8.663248962828737,8.370673681966489,8.387080658254616,8.544461587646122,2.2212628293068857,2.8553185127758454,3.3040674717584233,4.5174192891248515,2.6232846867550443,NonCAP
2900,352.1171257098342,464.72054352597075,419.9656330428324,683.5871746429252,1954.6338916396585,15.39879316067227,20.22856903950556,18.351404527491045,30.184821010021743,55.61686423997073,-0.24569544475292113,0.14884303293397885,-0.37333500984427215,-0.6684798311709674,-0.43904181729354247,-0.26654709055307935,-0.1252216065337879,-0.8531058407050369,-0.7297114728286314,-1.2298886948302656,8.574723157179045,8.532462439817056,8.571084633565832,8.712626491843885,8.64114008313462,2.4503975286401434,3.625015310844738,4.10165476633219,6.207610505830317,5.347598860631881,NonCAP
17605,120.78171758007609,122.91094486696203,136.5078341207206,132.94252519153184,307.2112684282207,5.320265551987732,5.4243979058468135,6.027074689856941,5.804529254866879,13.501244376466223,0.581790861278688,0.06877721942288563,0.0670766300272027,-0.2921534781589044,0.4126899289660297,0.037696876659544465,-0.5494564385506977,-0.44478719274327405,-0.06765634900065143,-0.26828153366567875,8.59478579278754,8.654797983518819,8.612025493126836,8.523890145490672,8.564923678562183,2.518894222480255,2.808283206084823,2.356777098356387,3.0212065656266014,2.4781507941481555,NonCAP
5898,372.3657753323624,359.34086937521164,244.82404301024363,206.99017121925826,547.1668829090477,15.835033268711635,15.587220285072569,9.302903111958091,8.111462044384922,22.252526381576484,-0.04947095779404434,-0.1844589950157058,0.3441081619101817,-0.1674148717342758,0.41893197826755296,-1.1745929114801756,-0.9429068420604692,0.19965149435358232,-1.0278921104031036,0.0722187046501559,8.609589679036016,8.752219880660796,8.565116136658922,8.618122723170274,8.499810800699168,5.180900814447316,7.066804982763109,3.3863151198363197,5.693858054978018,3.934969346755587,NonCAP
24709,172.02894367012146,126.75042479829919,125.93918825793429,189.52326026125445,366.11830284130235,7.135468103045515,4.387931138637708,5.558234326176705,8.375705505709186,13.408827076663309,0.03365566068644106,-0.08897597951194093,-0.281856812594071,0.018435880868252947,0.6698020687008062,-0.8693729773754466,-0.6436495435510352,0.04028974558698151,-0.2948783430785431,-0.5857154143866756,8.604425594572556,8.712283850468761,8.518072211188404,8.586681269501193,8.759809871999165,5.417738001506061,4.679827283558873,3.749949699800605,5.7332098214697025,3.2848632656818286,NonCAP
7629,133.89609703376502,118.90072650642797,112.69484918374313,140.62444585012952,860.6807174857006,5.715376413833288,4.8455308516958375,4.781838332861434,6.024621409322095,18.47765953637418,-0.5800483587152326,-0.6400957838790858,-0.18669848867256347,-0.7825044667863374,0.30329844911637566,0.5865048076902548,-0.043640103070460956,-0.1343913794130729,-0.023365542315716414,-0.6602392616822841,8.548888923885528,8.670087640837345,8.590010845961961,8.64528030445105,8.76436755211192,4.0740335796621245,2.792313940345398,2.119183528941801,4.8481452658530495,3.2701105161610498,NonCAP
421,178.59524172540637,171.94372801594972,136.7401987637696,107.53711348499635,401.1920171871174,7.892584173111376,7.525532986585864,6.0389121165995565,4.187867803855559,17.52512669720874,-0.5003001888402449,-0.0751934090976402,-0.12548076052111243,-0.43637335845595304,-0.2616502812600143,0.17118176253957795,-0.7519179229506889,-0.9906736950615991,-0.40448136451134475,-0.5268772332622622,8.61879789780173,8.62140633051596,8.720484433564526,8.63856692564189,8.68552065449416,3.2870068043432714,2.8913228259798385,2.890478141861869,2.8584789470028706,3.165422572751344,NonCAP
15887,688.1676604776578,966.472779348991,365.80387852531373,248.55763314792495,968.0355886146881,30.406598359436632,42.262742670168926,15.946494451739692,10.326969391067527,37.144032511594325,0.30435722332469817,0.20195557782833093,-1.0242936523589627,-0.37926093174971454,0.17676400123777675,-0.8195588840930146,-1.0863381471100955,0.11226653058864766,-0.648851761084202,-1.0147470510711598,8.575919023030409,8.591832919485547,8.681499681114737,8.67912902858503,8.628518542686127,6.531066967762881,7.050941577428288,5.208697429988122,4.681630190207761,7.643477919794983,NonCAP
14329,464.18700820157784,307.86625725287337,268.7003259267875,183.3071061563878,732.8890750732638,14.803329902392974,11.780800463897206,9.198759158654338,6.48720318302915,25.376624500974426,0.750471544331549,0.12173750806186555,-1.2634490395460403,-0.8857925997476498,0.7833156461020945,0.5197241978715694,-0.7587340915847789,1.8887054660699851,1.3111928753828028,-0.17768565582702145,8.772059694144,8.700835174105901,8.69175357347197,8.688461140699967,8.40297672720209,7.7270617413358496,7.661595506079646,3.932201181793727,4.378372739104001,6.654199361853571,NonCAP
6601,98.69292332703108,95.84148928026524,105.44317633262595,172.46078199686562,322.16408755737706,4.293853959377425,4.134371792003376,4.620687799700394,7.457626658492156,13.720445329813284,0.9920401020975035,-0.6494885343389707,0.3988171414756108,-0.3589341498330429,-0.7272365886128923,0.7380354206915376,0.9911699540180767,-0.2801341101263297,-0.6333264816884645,0.2558160697760452,8.532954947279233,8.575283462631178,8.554075133021646,8.620921098945635,8.39407241449543,2.9397855363742456,2.7998872535427437,2.5447054611904614,2.1626423797549426,2.2182598603205412,NonCAP
3992,391.9743238326379,803.981444131615,410.94121422808513,371.1619310942283,1544.042376443327,16.69650028160982,34.82283108695186,17.993419471958365,15.094557638615917,57.00728886724941,-0.23474434556383336,0.05757128393398113,0.17111701207059768,0.0012738408392848981,0.2208879027184269,-1.3468542255203848,-1.6912145079866108,-1.321183575025111,-0.9947944197158094,-0.4339530022222142,8.831258311036011,8.863217426915758,8.79729174760336,8.745537357355525,8.67518574295939,4.186714531775558,5.164991206145154,5.254793538662789,4.7109644991847235,5.9136503779338865,NonCAP
7016,179.75026506497014,146.84631227967486,194.28238339928683,193.98941492644596,827.6729867003345,7.665671378670866,5.1652791387676364,7.562877937000522,8.571597370044183,32.7779485384733,0.13875220435920993,0.7265494893445005,0.21847590676538794,0.0543902532480595,0.24513965060619364,-0.8093887917306741,1.9153158370217973,-0.8938790902000542,-0.8522098830333604,-1.3310660048938645,8.712449976867527,8.466883305010132,8.562931182446787,8.558486560564651,8.765217565403264,2.057172659790833,2.6984924272709465,2.9440615124845158,5.092298904002492,4.851181253859883,NonCAP
22050,111.83358080705047,131.1027709003642,133.04379989873703,111.25884963919552,303.4965432307407,4.787993097549688,5.680162015668412,5.847649798598067,4.900092990623891,12.918420403782559,0.25748741206949965,0.32494309239715385,-0.08522337391344045,-0.3379279693603127,0.3546079977607621,-0.5462414304123566,-0.6860080113298643,-0.849515391365824,0.0031237959427898865,0.4542947125566874,8.684829049619356,8.559867098030928,8.685926369352025,8.542281993059404,8.518769215095865,2.8692894630363055,2.3349013737172,2.060593381330764,2.9400480774464324,2.3322751434461866,NonCAP
25369,131.64532289178467,131.79264560374943,111.6614128200058,108.19261090970078,774.7226660214653,5.596308473289309,5.82443181532633,4.934451277413703,4.741824826724339,15.025195656760738,0.3173752958352654,0.11664966423338634,0.3323413673511024,0.26808538641952717,-0.7242001281128958,-0.9438561104720251,-0.8142617036245459,-0.5278086568009734,-0.4051606931225735,-0.002365321971593115,8.601250815946411,8.653418455389495,8.545064405134468,8.626698481773676,8.830886855240173,2.5018812554802445,3.811701162739749,2.6539811606484465,4.10837709707008,2.7356430147640616,NonCAP
9499,448.93740947417564,278.6835853134317,334.8654171209167,459.63170509059876,1166.0617844062333,19.385245550017927,11.203332631511017,14.49794496354449,18.937067127001878,51.218469048911956,0.7129121555988903,0.2476533306594055,0.38221765315915773,0.14996688372087888,0.7218373865703768,-0.5356390958459283,0.014046076864004498,-0.08043928163318981,-1.2018490425968391,-0.4083356261204423,8.462731217538494,8.457670703956854,8.495934117720932,8.771421233138575,8.482956948623587,5.024446318981098,3.557922524205921,3.5121013891443917,8.640019065453963,6.2042907830563765,NonCAP
14767,643.741603770667,503.40766643479174,393.1645687757853,440.9432592716155,1145.5064079364965,27.410760946733905,20.421164219495832,16.251985167994437,19.420874880752212,49.14306399805113,0.19471717432248745,0.4359714520446167,-0.6630177159990982,0.09716015374882961,0.1897304093080531,-1.169719033689306,-1.0003599666977605,-0.9304024701341485,-1.1694070249257587,-0.7191432403667322,8.773023154269007,8.82300813450346,8.44817042629033,8.788134816872322,8.412729121184702,9.655365386292061,8.643269430285267,6.224975765853398,6.32763655843466,9.735425615219881,NonCAP
17432,106.88890273885956,143.93693541680688,171.15468182011097,107.16304002703805,205.02325302926684,4.675743197386434,6.211541615649054,7.535530377258193,4.730543015809789,8.837444548998723,0.2739408807855019,0.16916589957893782,-0.0880311086028381,-0.17700736647734946,0.047285723355086295,-0.6965668165618242,-0.24548109330327472,-0.8548963047985154,-0.13558622139626264,-0.8086028981400002,8.654777857464481,8.56242719367525,8.72780567389026,8.474528974579036,8.650647914768063,3.390071759991704,3.2542071142796596,2.673957200537082,2.7053953684806378,2.053199012280883,NonCAP
22055,96.45312650572515,133.69323583467954,152.7224415197099,175.65575173289335,422.6059213213589,4.260219802514061,5.698327790579661,6.709487047146163,7.5136486597182435,18.35451542184959,0.19241369438847908,0.6816803871527007,-0.5837138050294972,0.11091226940707123,-0.10736983262875073,-0.3560991688730675,0.6109763906903378,0.8789973958542405,-0.5948363635144949,-0.12105938476721567,8.616101329264046,8.550405927201426,8.496842934925073,8.590782448647753,8.51374070145504,3.1394162223692677,2.7595389869115707,2.8575561758094064,2.3984645099041875,2.7882288254440377,NonCAP
2617,734.1717473070377,570.2660402915177,278.10765141101916,350.4358111829757,1995.2946916452424,30.887079125791434,24.09373019372997,11.599965668391745,15.391278955832965,85.85601014813759,0.04617222041276932,-0.02719004033528604,-0.1929298484001718,0.20070932779407413,0.22322397768151742,-0.5753914515900003,-0.9399285614003454,-0.8352770386465451,-1.2604336674593424,-1.5070236462110664,8.418375358839144,8.460004675769543,8.628682161709461,8.750761428625097,8.763057588204333,5.701645015962665,5.321053661943783,2.8498349160914405,7.217879316000896,8.109411390109194,NonCAP
13453,187.18604805443067,177.4034730763128,208.04479161993243,123.54840846400836,457.412342104547,7.934104530980272,7.008477395520456,9.184052743949628,5.38467376122128,19.735649632233528,-0.016629451943423502,0.08147871121324092,-0.11106312829573162,-0.015036118367162251,0.14310586534920872,-0.4838634035521694,-0.5115149287434573,-0.4376714513602322,-0.6999819943235965,-0.24319104366468114,8.58402635732548,8.629660221132365,8.52180540486975,8.608074300746061,8.617340656326656,1.653123559706875,2.4189320793598115,2.2980157931605762,2.9559997847254764,2.5529435797456945,NonCAP
15940,729.9046544029201,632.9561586259139,316.24860030874936,408.68160303796196,1208.6371277336746,21.19686825197237,18.298169042488226,13.567716787400611,11.253961485285432,40.46275890036035,0.8124518328853183,0.7010574292714711,-0.046679562108127244,-0.07184883044670538,-0.5735675387347324,-0.6140573900503772,-0.2849007098325034,-1.082718778488615,-1.2130190160694678,-0.8675613961584996,8.773472957072032,8.720571416197624,8.732495513234683,8.572263596235631,8.785972557117333,14.295813110466863,11.69076890269087,7.67151279450145,9.347719580600415,11.932711336442182,NonCAP
21655,184.04979002091468,150.7548777842731,163.9988109294373,92.64408618814979,325.3699101409075,8.099182413956502,6.573928092305425,7.161994896954107,4.093922094751285,14.174119191375201,0.5968713487899753,-0.7943011436426997,-0.025530686872341866,-0.3878869013009516,-0.11636462808081827,0.16322959120809655,0.6971471487665712,1.176150239511597,-0.0408955303495544,-0.9437460021666215,8.564465667383487,8.634956697988155,8.474973587253253,8.58729180298788,8.633449873682952,7.23062075758159,3.9465034882646988,3.118201084080483,3.867295264413289,3.4394925705655277,NonCAP
12581,221.92578075370167,253.99376603569297,269.63972937600386,216.07000063696063,446.76380033343065,9.06229756907974,11.219928283494992,11.520205740089304,9.442152585563653,19.710831365887575,-0.3219802854626787,0.6568348178122674,-0.0011295613757285393,-0.061407412197388885,0.7347267208264618,0.2981317136795174,-0.23573685672637934,-0.8003389052732413,-0.6960903867860804,-0.12316293754920427,8.697063739452851,8.638475017235006,8.734861399624084,8.643269602318298,8.592766080699324,1.9650479284188453,4.189625851175699,3.2222111797727346,4.1144760581039455,2.9666450039091354,NonCAP
11136,202.20616138572538,170.17123847800147,183.96400894041903,195.4899742546804,473.60738461496794,8.55346815859016,7.238495701394493,7.991355195103735,8.503411231108396,20.842578347537938,0.283143993666198,0.33464864409255324,0.7611598025470253,-0.061800684315511424,0.004102571066009498,-0.3454400087168188,-0.3254457335275105,1.6746492613207744,-0.4976969556009996,-0.31169893731297815,8.632240449651038,8.591197034006523,8.479556040867369,8.634254666398524,8.578783074275092,2.85268327497441,2.47480646804053,2.3882395935839544,2.3476923713704845,2.270285909162895,NonCAP
5681,786.5461611722884,834.7737029843504,348.6426006126035,440.1079698530524,2276.223225029116,34.53736304952847,35.83565681075226,15.287460534539123,19.05372282733739,92.0083362103262,-0.2422326690081986,-0.4099466753822417,0.7073686797763674,-0.3188456078880841,-1.0460177413128504,-1.0315889349401786,0.21127375769789314,-0.5424593754426179,-0.7794263533976955,-0.42555200697149864,8.680956156995231,8.486200484273557,8.705083704104027,8.629858941201748,8.187222663249209,5.146205369263952,4.420079190528662,5.379936111496537,6.3337314688351105,7.630218690973433,NonCAP
17063,93.79221833911859,114.81155865717994,128.67546292096335,117.20363626572544,247.94086402123213,4.06881026724989,4.936821353932773,5.254023654708449,4.833895986949964,10.38698040452994,-0.40411141449869126,-0.3078951919242128,-0.5178445592261588,-0.28549040333443865,-0.04217725633361992,0.049386409295673506,-0.3212948737601735,0.8006276306239637,0.39537540034516416,-0.7937147542448773,8.513750252726453,8.617101075832869,8.540533100438644,8.576929681098,8.586918182448347,2.4535477870902027,2.3643201201324713,2.5402042667163856,2.2274912108311145,2.195156694589794,NonCAP
9157,326.54311162596446,367.01909291080915,244.01483345895352,236.45068529700805,969.2908849105138,13.27730580300836,14.81090572894681,8.412081434908854,10.050647639914056,23.82557887260171,-0.5068509607788207,-0.34130088073162934,-0.4085958155600459,0.5723120676144776,0.18551156595624094,-0.6088904488996767,-0.6663030791861515,-0.3551067394787264,-0.5645123607649118,-0.48077294009926064,8.640998559269672,8.633001875291765,8.68851310399754,8.469448914416667,8.656410469495281,4.299467902136949,5.833394821749186,2.7609139886515353,4.733253148101058,3.003203738215636,NonCAP
15613,559.7803374965926,503.69100451265984,443.5469136355096,413.3470498021518,1302.1523244032019,24.34874587032215,22.169436880430503,17.802668495221987,17.82368782118813,55.23599197141724,-0.07568426552052335,-0.05825883781364746,0.3523945859088653,0.2814921388039185,-0.09166781738257826,-1.5727867040585422,-0.9285661758724268,-0.3676928329173408,-1.200856041980138,-1.3170657114529436,8.818655822892328,8.622425595483055,8.6362926664216,8.754066398517057,8.794553051362833,6.425322866434924,5.759837282570967,4.062186261830312,6.612974358147606,8.060983457800262,NonCAP
22862,121.83726284356683,103.68390886397304,116.31539550178398,73.5008887987904,259.7939421951892,5.376912501390957,3.9208289010075186,5.129308327594423,3.2124910805124496,10.919808780029483,0.20582012901695787,0.23051458602728794,0.5992990349369127,0.08360136704803425,0.4296489287382456,-0.41975093199916325,-0.28185015124907586,-0.032082706592802435,-0.3760039247725926,-0.7383884950243091,8.625473649666993,8.6472756707156,8.586308154264422,8.549525730504293,8.701902845445673,3.4395549660831546,3.8982422621168724,3.194694582425052,3.7383434065592844,3.079690002549325,NonCAP
19804,303.12393083147606,263.0926721951964,179.13750897647984,214.7348052107809,553.9458391133658,13.378355770507378,10.777315920260769,7.910183158983514,9.138003425476429,23.76485629123041,0.8369049797019809,0.4385005209050667,-0.7431009361872354,-0.47805633225205046,0.9170003108513617,0.1646234116573435,-0.5024872437470518,0.5758134633883731,0.4050869239936645,0.7941710333618475,8.44237664909345,8.5004300145066,8.415767004306995,8.488027129128668,8.557463247948306,3.3823706555853725,2.667471901047924,2.0214164586488397,3.582380516005078,3.108064307383436,NonCAP
532,221.0507722430108,228.2780116133074,203.19920148478602,190.19585343155586,521.1694624418187,9.768864210709262,10.08760089096302,8.857546032830067,7.799991589195464,23.031907973072762,-1.4619564964100509,-1.7674456818633484,1.0872390396517502,1.3776498949070373,1.1789063937342337,6.229599780239125,6.401466042577068,4.539999946019227,3.7342520646387793,4.193011207903917,8.401539100956118,8.253121700338047,8.324910203392987,8.430071059511716,8.439407898225525,1.9556892598384321,1.6664325837603469,2.238157893630448,2.167325224368728,1.9136745688762486,NonCAP
7838,230.8556335396594,278.5332144722924,138.0471278265096,98.66376466092262,382.37790854071466,10.156757251001247,11.448768090313132,4.747868198333236,4.06214205552622,15.771929488881216,0.9691585754466252,0.9925866826645248,-0.022208305600360988,-0.5891200269531657,0.0030041930677122295,0.2192416204429115,-0.010819333622876126,0.3411352693186198,0.14600824119591627,-0.6461732516297163,8.575238963037393,8.389655929940933,8.6650493533389,8.655730381768912,8.672758983496372,4.890228808404813,4.448193294708358,1.6795411485741922,2.094867896346952,3.2645496628722745,NonCAP
14348,827.589074704556,996.6967152710904,551.1123289730003,326.7455531755291,1223.0550751023763,35.4855145468991,43.653182879210156,23.67920349065716,14.31159220311225,52.30024627749573,-0.5222092679520742,-0.5062650962715984,-0.3627887552396974,0.25940731278986073,0.7556050903726251,-1.1294519311756988,-1.0416640306242133,-0.975702059343734,-0.4692288916295495,-0.7389224370708685,8.652537939282967,8.617155417219326,8.628948255323763,8.645394319260289,8.546321812380292,5.526569880570983,5.72177903609914,5.065495366545517,4.267688764287957,6.914768500321386,NonCAP
23563,134.9750303333802,143.36784386380197,139.53512659321626,132.66018827071764,347.41753419503624,5.870329599033504,5.990349683654787,6.080609884529795,5.84951565131472,15.284778923370844,-0.00027628605595749476,0.186025327681312,0.6987167903357223,-0.2518840948655709,0.1575268805379003,-0.06225296788963419,-0.4430944840017661,0.08314812935123239,-0.7809638446120974,0.17442218165508772,8.500684497041192,8.666930330757351,8.663031200175856,8.705454641672615,8.550827771681323,3.1806979069819223,3.332103313368349,2.5878245098591997,3.052230757785999,3.609357531274657,NonCAP
206,282.7305841682661,232.4991285559754,158.91303919517676,295.5190556756192,1274.0837704279268,9.28820270870619,6.765134180508471,5.805707639975692,12.72388822620392,47.81124674565402,0.6816979050689742,-0.5283048523799225,-0.511179166959148,-1.0949306924697828,-0.24903729111432943,-0.535755493826251,-0.490171441882596,-0.0663295800527064,0.19095893466655545,-1.1448582508607368,8.397988058263195,8.724415248531365,8.612614129570597,8.400010951400505,8.545804339325858,7.1015924264972785,5.276617829154798,3.6831863039973567,5.672282141553029,10.597320573206122,NonCAP
24225,108.85646174083064,142.48920767905827,98.72919910853253,155.47929616656003,291.35917614495884,4.72947766484614,5.261467032506526,4.214673336085994,6.174074940645023,12.404331350658188,0.056414553421250735,-0.721674204834944,-0.017533447366407617,-0.8098281566297922,-0.06870467827268682,-0.7464146197678727,1.2926412900196667,-0.2542151005032758,-0.07099645686552813,-0.5496551768379874,8.632754847847224,8.657527789436598,8.632680178127025,8.733730212673803,8.657605639158223,3.3339286299439475,2.518748673668495,2.7927316082057,3.92381437839986,2.5809513671515116,NonCAP
25068,189.577726458573,164.7202093159984,166.9323971686857,121.11382783605434,402.762012950841,8.354731108034308,7.278989396517662,7.36581423231765,5.2368112674679885,17.443910507301364,0.49826554547629043,-0.03670719519144665,-0.2223737037564487,0.03021077980380645,-0.27275138659779385,-0.6392852434932257,-0.5407429658488612,-0.022055578211826354,0.29648874840444117,-0.13409127702694867,8.590889233692774,8.56847852472973,8.538786583237155,8.459367912958461,8.5570390066984,4.015934738937564,3.8434755578781044,2.3045396312480104,2.6518198627168195,2.8857519877722027,NonCAP
20300,83.6904489687846,79.72374810851167,84.30350297826669,116.2473079434356,302.1338007731543,3.1378040577945456,3.506573253277291,3.7250019193369157,4.815859948441387,12.657021218286493,0.23435563404903312,0.30457701781719926,-0.419627231400631,-0.5682116286554529,-0.3466259650745178,1.2263986642133782,-0.568940867102286,-0.2294079519022727,0.046390751869863855,-0.16362086372086182,8.576045166723176,8.645942816584325,8.621129979599397,8.51277997345742,8.580870198104984,2.368764841199892,3.2280023012176065,2.07887825716241,2.376184636514437,3.1729481600637133,NonCAP
18256,96.71588938556538,111.94863407693197,93.87033047999155,114.19944688483845,430.4563134223556,3.7286806146143574,4.535032316565467,3.937996633263349,4.91917237226485,11.099149115835791,-0.06990730656917467,-0.03576524886076625,-0.19561875417061203,0.3467837448965225,0.13712462099013456,-0.13855385654258034,-0.4781359789593149,-0.42238291195611133,-0.4865915423646552,-0.6711564577429496,8.621036962428086,8.573822581064539,8.635037829865809,8.606597965724715,8.692389734319166,3.1903493218508108,3.15246528181149,2.940799817065576,4.199278200484671,4.425229144806687,NonCAP
19639,184.8807636626154,194.9230026803268,214.00067225114833,138.76268602385713,692.9617630038343,7.254004971087289,8.53101333183172,9.457414382321408,6.111779410873387,18.030068801144395,-0.11488451264686363,0.0545484132158253,-0.08847368264260205,-0.2364558617342829,0.37268227970779816,-0.400942032832452,-0.008116440746550602,-0.5757383695376728,-0.658972436697602,-0.3096403632339384,8.595111050028805,8.558613940115848,8.63562695157942,8.517138559316578,8.725021509405597,1.5121094087549776,1.6021493559736246,1.8382088754470063,2.4141518119946404,2.0456763299031855,NonCAP
21721,123.10543100175,133.96172481337527,127.7610557339937,148.75756583296746,321.0656578775149,5.140874566320679,5.9035035927621236,5.577187104882449,6.418855675550763,13.969374050969991,0.4275130112057633,0.7535630245138062,0.42266118638405736,-0.46340645613808745,-0.20430931739897804,0.32368144730890114,0.8930568135099244,0.12753731981387562,-0.8393910776422739,-0.9163887763526666,8.650656327502114,8.450537655977255,8.562394450958273,8.724567533711038,8.749035157668693,2.5380007792158072,3.4661450264160214,3.7426603990406146,5.905067944910198,3.759368000782508,NonCAP
9930,651.6299588710937,371.32730423102925,488.63125462443656,447.8204874776582,1218.077096860032,28.79567934812506,16.104905094542744,18.826848872244252,16.86233767739786,53.51546229363477,-0.027211670637096418,0.2088128242996855,-0.4923786653032266,-0.11151073206571584,0.02914014899554618,-1.4215496932865335,-0.13303804468524305,-0.507386153954962,-0.8275701012540275,-0.7694934450019506,8.82060863037405,8.633286047757977,8.608538507376679,8.584045089462816,8.690192251843328,5.718251530069692,5.914774509099695,5.1195520587990195,9.41802358421339,7.218692641827236,NonCAP
24207,158.40319240616694,136.38389610599424,134.34478962383298,166.629495781179,283.47790393120795,5.7775741052681475,6.025653682709477,4.996018779785386,5.038745099896847,10.872846165327275,0.5000151118897679,0.059645576909424666,-0.5887538628365085,-0.18641380476680924,0.013375209438217298,-0.014881952426323508,-0.6317698808619454,0.4770321598355589,-0.49708807259950394,-0.6340904392941029,8.769616133331295,8.643370062791591,8.603065356213602,8.714997319859776,8.651411458301755,3.8065164145288,4.7162308399197785,2.624028560026695,3.8849214878643177,2.79987454071822,NonCAP
